OBJECTID,Join_Count,TARGET_FID,JOIN_FID,COUNT_,SUM_Acres_Restored,CODE,Project_Number,Project_Name,Treatment_ID,Year_Start,Year_End,COMPLETION_DATE,longitude,latitude,State,County,Database_,Site_Name,Refuge_Name,FS_UNIT_NAME,Acres_Restored,Activity,Management_Type,Subcategory,Treatment,Project_Description,Landowner_type,Lead_Organization,Federal_Project_Partner,non_federal_partners,PARTNER_NAME,Species_mentioned,Plant_species,AFFECTED_Z,Notes,DFP_Notes,Shape__Area,Shape__Length
72,1,32,2794,6,1046,PADUS2179,,,,2020,,,-120.77790907,37.08071173,CA,,PADUS,"Wetlands Reserve Program (WRP), Merced, California",,,75,Conservation,Easement,GAP Status- 2,,,PVT,Admin State CA,,,,,,,GENERAL PLANNING ONLY-not a legal representation of the easement boundary.,lat/long is centroid of county,0.00428003450406322,0.246171620440634
73,1,32,2795,6,1046,PADUS2180,,,,2020,,,-120.77671093,37.07579933,CA,,PADUS,"Wetlands Reserve Program (WRP), Merced, California",,,62,Conservation,Easement,GAP Status- 2,,,PVT,Admin State CA,,,,,,,GENERAL PLANNING ONLY-not a legal representation of the easement boundary.,lat/long is centroid of county,0.00428003450406322,0.246171620440634
74,1,32,2985,6,1046,PADUS2370,,,,2014,,,-120.78684774,37.06878718,CA,,PADUS,Grasslands Wildlife Management Area 10,,,109,Conservation,Easement,GAP Status- 2,,,PVT,U.S. Fish and Wildlife Service,,,,,,, ,lat/long is centroid of county,0.00428003450406322,0.246171620440634
75,1,32,3006,6,1046,PADUS2391,,,,2014,,,-120.78474381,37.07765687,CA,,PADUS,Grasslands Wildlife Management Area,,,306,Conservation,Easement,GAP Status- 2,,,PVT,U.S. Fish and Wildlife Service,,,,,,, ,lat/long is centroid of county,0.00428003450406322,0.246171620440634
76,1,33,1152,3,21,PADUS537,,,,2020,,,-119.6299405,44.59416159,OR,,PADUS,John Day Fossil Beds National Monument,,,3,Conservation,Easement,GAP Status- 2,,,UNK,UNK,,,,,,,John Day Fossil Beds National Monument,lat/long is centroid of county,0.00478932186297243,0.263239595017448
77,1,33,1153,3,21,PADUS538,,,,2020,,,-119.63853712,44.59106432,OR,,PADUS,John Day Fossil Beds National Monument,,,18,Conservation,Easement,GAP Status- 2,,,UNK,UNK,,,,,,,John Day Fossil Beds National Monument,lat/long is centroid of county,0.00478932186297243,0.263239595017448
78,1,33,1163,3,21,PADUS548,,,,2020,,,-119.62960647,44.59678616,OR,,PADUS,John Day Fossil Beds National Monument,,,0,Conservation,Easement,GAP Status- 2,,,UNK,UNK,,,,,,,John Day Fossil Beds National Monument,lat/long is centroid of county,0.00478932186297243,0.263239595017448
79,1,34,6821,3,5.84,FS495,,,,,2014,7/30/2014,-123.9993528,43.85123047,OR,Douglas,FS,061208 Fivemile Bell Meadow - 5,,SIUSLAW NATIONAL FOREST,1.4727,Restoration,Meadow,Meadow Restoration,060404-Rail Fire Reforestation 109,Vegetation and Watershed Mgt,,,,,,Pollinator,,Fivemile Bell Meadow - 5 AZ,,Lat/long is centroid of polygon,0.00472810999781359,0.261197187867089
80,1,34,6822,3,5.84,FS496,,,,,2015,7/15/2015,-123.9993528,43.85123047,OR,Douglas,FS,061208 Fivemile Bell Meadow - 5,,SIUSLAW NATIONAL FOREST,2.94,Restoration,Meadow,Meadow Restoration,061208 2019 Upper Bailey Meadow 2,Stewardship Contracting,,,,,,Pollinator,,Fivemile Bell Meadow - 5 AZ,,Lat/long is centroid of polygon,0.00472810999781359,0.261197187867089
81,1,34,6823,3,5.84,FS497,,,,,2014,7/30/2014,-123.9993528,43.85123047,OR,Douglas,FS,061208 Fivemile Bell Meadow - 5,,SIUSLAW NATIONAL FOREST,1.4273,Restoration,Meadow,Meadow Restoration,061026_LRIV_MeadowRestoration_2015,Partnerships with monetary contributions,,,,,Rocky Mountain Elk Foundation,Pollinator,,Fivemile Bell Meadow - 5 AZ,,Lat/long is centroid of polygon,0.00472810999781359,0.261197187867089
82,1,35,1573,1,22,PADUS958,,,,2014,,,-122.06835777,47.73002824,WA,,PADUS,Middle Bear Creek Natural Area,,,22,Conservation,Easement,GAP Status- 2,,,LOC,"King County, WA",,,,,,, ,lat/long is centroid of county,0.00506528461710332,0.272053053651681
83,1,36,2925,1,99,PADUS2310,,,,2020,,,-121.94093685,42.61496712,OR,,PADUS,"Wetlands Reserve Program (WRP), Klamath, Oregon",,,99,Conservation,Easement,GAP Status- 2,,,PVT,Admin State OR,,,,,,,GENERAL PLANNING ONLY-not a legal representation of the easement boundary.,lat/long is centroid of county,0.00463731905392706,0.258220501543365
84,1,37,1452,1,134,PADUS837,,,,2020,,,-117.64483765,47.37999174,WA,,PADUS,"Wetlands Reserve Program (WRP), Spokane, Washington",,,134,Conservation,Easement,GAP Status- 2,,,PVT,Admin State WA,,,,,,,GENERAL PLANNING ONLY-not a legal representation of the easement boundary.,lat/long is centroid of county,0.00503187173171682,0.271059139801812
85,1,38,8457,3,218,ORWRI548,17487,Upper Sycan Juniper Treatment,,2015,2015,,-121.04115641,42.85565571,OR,Lake,ORWRI,Sycan Marsh-Sycan River,,,82,Maintenance,Upland,Upland vegetation management,,"Upland treated for juniper by clearing, burning, thinning, or removal",,Private Landowner,,Private Landowner,,,,,,lat/long is centroid of county,0.00465330363522298,0.258757276645451
86,1,38,8562,3,218,ORWRI655,19604,Upper Sycan Juniper Treatment Phase II,,2016,2017,,-121.04154738,42.86094845,OR,Lake,ORWRI,Sycan Marsh-Sycan River,,,98,Maintenance,Upland,Upland vegetation management,,"Upland treated for juniper by clearing, burning, thinning, or removal",,ODFW,,ODFW,,,,,,lat/long is centroid of county,0.00465330363522298,0.258757276645451
87,1,38,8620,3,218,ORWRI714,20507,Upper Sycan Upland Enhancement,,2018,2018,,-121.04511768,42.86078899,OR,Lake,ORWRI,Sycan Marsh-Sycan River,,,38,Maintenance,Upland,Upland vegetation management,,"Upland treated for juniper by clearing, burning, thinning, or removal",,OWEB,,OWEB,,,,,,lat/long is centroid of county,0.00465330363522298,0.258757276645451
88,1,39,6535,2,2,FS202,,,,,2018,,-123.7440007,44.25893362,OR,Lane,FS,061208 Preacher Ck Meadow,,SIUSLAW NATIONAL FOREST,1,Restoration,Meadow,Meadow Restoration,061020 UAR 2 Underburn,Stewardship Contracting,,,,,,Pollinator,,Preacher Ck Meadow AZ,,Lat/long is centroid of polygon,0.00476034518032975,0.262254185136379
89,1,39,6536,2,2,FS203,,,,,2015,7/15/2015,-123.7440007,44.25893362,OR,Lane,FS,061208 Preacher Ck Meadow,,SIUSLAW NATIONAL FOREST,1,Restoration,Meadow,Meadow Restoration,Match2UnderburningFY16,Stewardship Contracting,,,,,,Pollinator,,Preacher Ck Meadow AZ,,Lat/long is centroid of polygon,0.00476034518032975,0.262254185136379
90,1,40,1850,2,99,PADUS1235,,,,2015,,,-122.80584285,48.54365383,WA,,PADUS,Data not available,,,94,Conservation,Easement,GAP Status- 2,,,PVT,San Juan Preservation Trust,,,,,,, ,lat/long is centroid of county,0.00514312148516183,0.27447956849695
91,1,40,1928,2,99,PADUS1313,,,,2011,,,-122.81011147,48.54226484,WA,,PADUS,Blakely,,,5,Conservation,Easement,GAP Status- 2,,,PVT,San Juan Preservation Trust,,,,,,, ,lat/long is centroid of county,0.00514312148516183,0.27447956849695
92,1,41,6494,2,10,FS161,,,,,2017,,-123.8894374,42.87350924,OR,Coos,FS,061028_CoalMeadow_MeadowRestoration,,ROGUE RIVER-SISKIYOU NATIONAL FORESTS,8.8151,Restoration,Meadow,Meadow Restoration,R060105 McCache RxBurn 38 acres,Cooperative Work Knutson-Vandenberg Fund,,,,,,Pollinator,,061028_CoalMeadow_Restoration_2017_AZ,,Lat/long is centroid of polygon,0.00465485950417133,0.258786068203847
93,1,41,6495,2,10,FS162,,,,,2017,,-123.8894374,42.87350924,OR,Coos,FS,061028_CoalMeadow_MeadowRestoration,,ROGUE RIVER-SISKIYOU NATIONAL FORESTS,1.1849,Restoration,Meadow,Meadow Restoration,R060101 MeadowRestore 56ac,Partnerships with non-monetary contributions,,,,,Coquille Indian Tribe,Pollinator,,061028_CoalMeadow_Restoration_2017_AZ,,Lat/long is centroid of polygon,0.00465485950417133,0.258786068203847
94,1,42,1013,1,1,PADUS398,,,,2020,,,-109.43076222,32.14981017,AZ,,PADUS,Fort Bowie National Historic Site,,,1,Conservation,Easement,GAP Status- 2,,,UNK,UNK,,,,,,,Fort Bowie National Historic Site,lat/long is centroid of county,0.00403815483946346,0.237864241600964
95,1,43,675,5,1288,PADUS60,,,,2012,,,-111.92077107,43.79258633,ID,,PADUS,Upper Snake / South Fork Snake River ACEC / SRMA,,,572,Conservation,Easement,GAP Status- 1,,,PVT,U.S. Bureau of Land Management,,,,,,,Already in the NCED,lat/long is centroid of county,0.00472360530739024,0.261152266975058
96,1,43,685,5,1288,PADUS70,,,,2012,,,-111.91749858,43.79817575,ID,,PADUS,Upper Snake / South Fork Snake River ACEC / SRMA,,,164,Conservation,Easement,GAP Status- 1,,,PVT,U.S. Bureau of Land Management,,,,,,,Already in the NCED,lat/long is centroid of county,0.00472360530739024,0.261152266975058
97,1,43,705,5,1288,PADUS90,,,,2012,,,-111.93051803,43.76612678,ID,,PADUS,Upper Snake / South Fork Snake River ACEC / SRMA,,,186,Conservation,Easement,GAP Status- 1,,,PVT,U.S. Bureau of Land Management,,,,,,, ,lat/long is centroid of county,0.00472360530739024,0.261152266975058
98,1,43,708,5,1288,PADUS93,,,,2012,,,-111.94710912,43.77499636,ID,,PADUS,Upper Snake / South Fork Snake River ACEC / SRMA,,,128,Conservation,Easement,GAP Status- 1,,,PVT,U.S. Bureau of Land Management,,,,,,, ,lat/long is centroid of county,0.00472360530739024,0.261152266975058
99,1,43,1237,5,1288,PADUS622,,,,2020,,,-111.94023871,43.77725704,ID,,PADUS,"Wetlands Reserve Program (WRP), Madison, Idaho",,,238,Conservation,Easement,GAP Status- 2,,,PVT,Admin State ID,,,,,,,GENERAL PLANNING ONLY-not a legal representation of the easement boundary.,lat/long is centroid of county,0.00472360530739024,0.261152266975058
100,1,44,8365,1,500,LTDL404,21995,Leonard Creek Fire K7U7 2017,57507,2018,,,-118.775216124,41.5536329270001,NV,Humboldt,LTDL,,,,500,Restoration,Seeding,Seedling Planting,Seedling Planting (Shrub/Tree): Hand Planting,Objective: To obtain a survival rate of planted seedlings to exceed 90%\r\nObjectives for seedling planting are as follows:\r\n1. Obtain a survival rate of planted seedlings exceeding 50% three years after planting.\r\n2. The seedling planting would resul,Federal,BLM,BLM,,,,,,The acres don't match because the seedlings were spread throughout the fire perimeter.,lat/long is centroid of county,0.00456034468743383,0.25567879939668
101,1,45,3121,1,3983,PADUS2506,,,,2017,,,-119.46407326,38.7126796,NV,,PADUS,Walker River/Walker Lake,,,3983,Conservation,Easement,GAP Status- 2,,,PVT,The Nature Conservancy,,,,,,,,lat/long is centroid of county,0.00437716770647967,0.249492055776635
102,1,46,3911,3,1644,LTDL88,19808,,48995,2014,,,-113.9200886985,42.06505196,ID,Cassia,LTDL,,,,500,Maintenance,Herbicide/Weeds/Chemical,Weeds,Noxious Weeds: Weed Control,"Leafy Spurge, Diffuse Knapweed, Black henbane and Canada thistle are noxious weeds that have\r\npotential for introduction and spread in the burned area. It is expected that these weeds could expand their range\r\nas a result of the fire. Since these weed",Federal,BLM,BLM,,,,,,,lat/long is centroid of county,0.00459523670042472,0.256877690391849
103,1,46,3912,3,1644,LTDL89,19808,,48996,2015,,,-113.9200886985,42.06505196,ID,Cassia,LTDL,,,,572,Maintenance,Herbicide/Weeds/Chemical,Weeds,Noxious Weeds: Weed Control,"Leafy Spurge, Diffuse Knapweed, Black henbane and Canada thistle are noxious weeds that have\r\npotential for introduction and spread in the burned area. It is expected that these weeds could expand their range\r\nas a result of the fire. Since these weed",Federal,BLM,BLM,,,,,,,lat/long is centroid of county,0.00459523670042472,0.256877690391849
104,1,46,3913,3,1644,LTDL90,19808,,48997,2016,,,-113.9200886985,42.06505196,ID,Cassia,LTDL,,,,572,Maintenance,Herbicide/Weeds/Chemical,Weeds,Noxious Weeds: Weed Control,"Objective: Leafy Spurge, Diffuse Knapweed, Black henbane and Canada thistle are noxious weeds that have\r\npotential for introduction and spread in the burned area. It is expected that these weeds could expand their range\r\nas a result of the fire. Since",Federal,BLM,BLM,,,,,,,lat/long is centroid of county,0.00459523670042472,0.256877690391849
105,1,47,1756,18,405,PADUS1141,,,,2011,,,-122.18747262,48.71362526,WA,,PADUS,Data not available,,,134,Conservation,Easement,GAP Status- 2,,,PVT,Whatcom Land Trust,,,,,,, ,lat/long is centroid of county,0.00516147365351571,0.275059256700611
106,1,47,1770,18,405,PADUS1155,,,,2011,,,-122.1638557,48.69066859,WA,,PADUS,Data not available,,,7,Conservation,Easement,GAP Status- 2,,,PVT,Whatcom Land Trust,,,,,,, ,lat/long is centroid of county,0.00516147365351571,0.275059256700611
107,1,47,1776,18,405,PADUS1161,,,,2011,,,-122.18360067,48.71673397,WA,,PADUS,Data not available,,,19,Conservation,Easement,GAP Status- 2,,,PVT,Whatcom Land Trust,,,,,,, ,lat/long is centroid of county,0.00516147365351571,0.275059256700611
108,1,47,1777,18,405,PADUS1162,,,,2011,,,-122.16454047,48.69272927,WA,,PADUS,Data not available,,,1,Conservation,Easement,GAP Status- 2,,,PVT,Whatcom Land Trust,,,,,,, ,lat/long is centroid of county,0.00516147365351571,0.275059256700611
109,1,47,1799,18,405,PADUS1184,,,,2011,,,-122.16209373,48.68501383,WA,,PADUS,Data not available,,,54,Conservation,Easement,GAP Status- 2,,,PVT,Whatcom Land Trust,,,,,,, ,lat/long is centroid of county,0.00516147365351571,0.275059256700611
110,1,47,1801,18,405,PADUS1186,,,,2011,,,-122.18185159,48.71298556,WA,,PADUS,Data not available,,,5,Conservation,Easement,GAP Status- 2,,,PVT,Whatcom Land Trust,,,,,,, ,lat/long is centroid of county,0.00516147365351571,0.275059256700611
111,1,47,1802,18,405,PADUS1187,,,,2011,,,-122.17878294,48.71254755,WA,,PADUS,Data not available,,,50,Conservation,Easement,GAP Status- 2,,,PVT,Whatcom Land Trust,,,,,,, ,lat/long is centroid of county,0.00516147365351571,0.275059256700611
112,1,47,1804,18,405,PADUS1189,,,,2011,,,-122.16446516,48.68767853,WA,,PADUS,Data not available,,,6,Conservation,Easement,GAP Status- 2,,,PVT,Whatcom Land Trust,,,,,,, ,lat/long is centroid of county,0.00516147365351571,0.275059256700611
113,1,47,1806,18,405,PADUS1191,,,,2011,,,-122.17850319,48.70726597,WA,,PADUS,Data not available,,,3,Conservation,Easement,GAP Status- 2,,,PVT,Whatcom Land Trust,,,,,,, ,lat/long is centroid of county,0.00516147365351571,0.275059256700611
114,1,47,1807,18,405,PADUS1192,,,,2011,,,-122.18694584,48.71657343,WA,,PADUS,Data not available,,,19,Conservation,Easement,GAP Status- 2,,,PVT,Whatcom Land Trust,,,,,,, ,lat/long is centroid of county,0.00516147365351571,0.275059256700611
115,1,47,1812,18,405,PADUS1197,,,,2011,,,-122.17672994,48.70543153,WA,,PADUS,Data not available,,,8,Conservation,Easement,GAP Status- 2,,,PVT,Whatcom Land Trust,,,,,,, ,lat/long is centroid of county,0.00516147365351571,0.275059256700611
116,1,47,1814,18,405,PADUS1199,,,,2011,,,-122.17320848,48.70660038,WA,,PADUS,Forestry Riparian Easement Program 83,,,12,Conservation,Easement,GAP Status- 2,,,PVT,Washington Department of Natural Resources,,,,,,, ,lat/long is centroid of county,0.00516147365351571,0.275059256700611
117,1,47,1832,18,405,PADUS1217,,,,2011,,,-122.17359692,48.70492531,WA,,PADUS,Data not available,,,26,Conservation,Easement,GAP Status- 2,,,PVT,Whatcom Land Trust,,,,,,, ,lat/long is centroid of county,0.00516147365351571,0.275059256700611
118,1,47,1909,18,405,PADUS1294,,,,2011,,,-122.18333002,48.71805753,WA,,PADUS,Data not available,,,4,Conservation,Easement,GAP Status- 2,,,PVT,Whatcom Land Trust,,,,,,, ,lat/long is centroid of county,0.00516147365351571,0.275059256700611
119,1,47,1997,18,405,PADUS1382,,,,2011,,,-122.17670249,48.70817496,WA,,PADUS,Data not available,,,9,Conservation,Easement,GAP Status- 2,,,PVT,Whatcom Land Trust,,,,,,, ,lat/long is centroid of county,0.00516147365351571,0.275059256700611
120,1,47,2022,18,405,PADUS1407,,,,2011,,,-122.17954461,48.70896484,WA,,PADUS,Data not available,,,19,Conservation,Easement,GAP Status- 2,,,PVT,Whatcom Land Trust,,,,,,, ,lat/long is centroid of county,0.00516147365351571,0.275059256700611
121,1,47,2240,18,405,PADUS1625,,,,2012,,,-122.15425929,48.67466587,WA,,PADUS,Blue Mountain,,,0,Conservation,Easement,GAP Status- 2,,,PVT,Whatcom Land Trust,,,,,,, ,lat/long is centroid of county,0.00516147365351571,0.275059256700611
122,1,47,2245,18,405,PADUS1630,,,,2012,,,-122.15101215,48.67626792,WA,,PADUS,Blue Mountain,,,29,Conservation,Easement,GAP Status- 2,,,PVT,Whatcom Land Trust,,,,,,, ,lat/long is centroid of county,0.00516147365351571,0.275059256700611
123,1,48,7036,1,2.896,MCD2211,,,,2020,,,-113.1732189,43.72584901,ID,Butte,MCD,Big Lost River Rest Area,,,2.896,Maintenance,Mitigate Negative Impacts of Herbicide Use on Habitat and Nectar Resources,"Other,Herbicide Treatment to Enhance",,,,Idaho Transportation Department,,,,Pollinator,,,,lat/long is centroid of county,0.00471836962333327,0.260969821146832
124,1,49,7828,1,11,ORWRI467,22835,Deschutes River Ranch Riparian Restoration,,2018,2020,,-121.31153954,44.18381152,OR,Deschutes,ORWRI,Laidlaw Butte-Deschutes River,,,11,Enhancement,Riparian,Riparian tree planting,,"Riparian trees planted: conifer and hardwood; Riparian shrubs or herbaceous vegetation planted/reseeded; Riparian treated for juniper by clearing, burning, thinning, or removal",,OWEB,,OWEB,,,,,,lat/long is centroid of county,0.00475644748303239,0.262149825342965
125,1,50,8716,2,340,ORWRI814,22341,Snow Mountain Ranch Restoration,,2017,2020,,-119.51527939,44.0127158,OR,Grant,ORWRI,Utley Creek,,,121,Maintenance,Upland,Upland vegetation management,,"Upland treated for juniper by clearing, burning, thinning, or removal; Other upland vegetation management",,OWEB,,OWEB,,,,,,lat/long is centroid of county,0.004742028822875,0.261694089155363
126,1,50,8718,2,340,ORWRI816,22454,Big Flat Pasture Enhancements,,2020,2020,,-119.50338472,44.02308584,OR,Grant,ORWRI,Utley Creek,,,219,Maintenance,Upland,Upland vegetation management,,"Upland treated for juniper by clearing, burning, thinning, or removal",,Keerins Ranch,,Keerins Ranch,,,,,,lat/long is centroid of county,0.004742028822875,0.261694089155363
127,1,51,1401,1,416,PADUS786,,,,2020,,,-111.76966979,43.19067318,ID,,PADUS,"Grassland Reserve Program (GRP), Bingham, Idaho",,,416,Conservation,Easement,GAP Status- 2,,,PVT,Admin State ID,,,,,,,GENERAL PLANNING ONLY-not a legal representation of the easement boundary.,lat/long is centroid of county,0.00467629504964862,0.259589432050125
128,1,52,3393,3,232,FS1106,,,,,2016,9/30/2016,-117.6326716,48.75687166,WA,Stevens,FS,Finn Landscape burn,,COLVILLE NATIONAL FOREST,88,Maintenance,Fuels,Prescribed Fire,Finn landscape fire,OBSOLETE-Hazardous Fuel Reduction,,,,,,Pollinator,,Finn Joint Chief's Rx burn,,Lat/long is centroid of polygon,0.00516787617516457,0.275326707584661
129,1,52,3725,3,232,FS1445,,,,,2016,9/30/2016,-117.6344714,48.76289846,WA,Stevens,FS,062112 FY16 Finn Stewardship Rx Fire,,COLVILLE NATIONAL FOREST,43.2,Maintenance,Fuels,Prescribed Fire,R060102CrescentUnderburning393ac,Stewardship Contracting,,,,,,Pollinator,,Finn Stew 2016 Rx fires,,Lat/long is centroid of polygon,0.00516787617516457,0.275326707584661
130,1,52,3726,3,232,FS1446,,,,,2016,9/30/2016,-117.6344714,48.76289846,WA,Stevens,FS,062112 FY16 Finn Stewardship Rx Fire,,COLVILLE NATIONAL FOREST,100.8,Maintenance,Fuels,Prescribed Fire,R060101 IntegratedUnderburnNonCFLR,Brush Disposal,,,,,,Pollinator,,Finn Stew 2016 Rx fires,,Lat/long is centroid of polygon,0.00516787617516457,0.275326707584661
131,1,53,8364,1,,LTDL366,21657,Five Creeks Bitterbrush Planting 2014,56633,2014,,,-118.488846848,42.987622232,OR,Harney,LTDL,,,,,Restoration,Seeding,Seedling Planting,Seedling Planting (Shrub/Tree): Hand Planting,"There is a need to maintain or enhance important wildlife habitats (aspen,\r\nmountain mahogany, bitterbrush, riparian and sagebrush communities) that are\r\ndegraded, being overtaken or lost due to competition from juniper.",Federal,BLM,BLM,,,,,,The only confirmation for this project were photos found in a photo folder labeled as bitterbrush planting with a Five Creeks Project Folder. The photos were dated in 2014 so it is assumed that is when the planting took place. The location of the planting,lat/long is centroid of county,0.00466140417893257,0.259045367720795
